uid,uip,date,urlid
2449,104.45.191.227,01/27/2014 22:50,136
2449,104.45.191.227,01/27/2014 22:53,915
2449,104.45.191.227,01/27/2014 22:56,307
2449,104.45.191.227,01/27/2014 22:59,499
2449,104.45.191.227,01/27/2014 23:02,731
2449,104.45.191.227,01/27/2014 23:05,846
2449,104.45.191.227,01/27/2014 23:08,39
2449,104.45.191.227,01/27/2014 23:11,107
2449,104.45.191.227,01/27/2014 23:14,13
2449,104.45.191.227,01/27/2014 23:17,916
2449,104.45.191.227,01/27/2014 23:20,850
2449,104.45.191.227,01/27/2014 23:23,46
2449,104.45.191.227,01/27/2014 23:26,2657
2449,104.45.191.227,01/27/2014 23:29,148
2449,104.45.191.227,01/27/2014 23:32,1831
2449,104.45.191.227,01/27/2014 23:35,1727
2449,104.45.191.227,01/27/2014 23:38,1407
2449,104.45.191.227,01/27/2014 23:41,368
2449,104.45.191.227,01/27/2014 23:44,949
2449,104.45.191.227,01/27/2014 23:47,1251
2449,104.45.191.227,01/27/2014 23:50,1629
2449,104.45.191.227,01/27/2014 23:53,1507
2449,104.45.191.227,01/27/2014 23:56,855
2449,104.45.191.227,01/27/2014 23:59,528
2449,104.45.191.227,01/28/2014 00:02,20
2449,104.45.191.227,01/28/2014 00:05,659
2449,104.45.191.227,01/28/2014 00:08,890
2449,104.45.191.227,01/28/2014 00:11,247
2449,104.45.191.227,01/28/2014 00:14,464
2449,104.45.191.227,01/28/2014 00:17,521
2449,104.45.191.227,01/28/2014 00:20,395
2449,104.45.191.227,01/28/2014 00:23,651
2449,104.45.191.227,01/28/2014 00:26,274
2449,104.45.191.227,01/28/2014 00:29,347
2449,104.45.191.227,01/28/2014 00:32,2228
2449,104.45.191.227,01/28/2014 00:35,1857
2449,104.45.191.227,01/28/2014 00:38,303
2449,104.45.191.227,01/28/2014 00:41,753
2449,104.45.191.227,01/28/2014 00:44,607
2449,104.45.191.227,01/28/2014 00:47,993
2449,104.45.191.227,01/28/2014 00:50,1145
2449,104.45.191.227,01/28/2014 00:53,294
2449,104.45.191.227,01/28/2014 00:56,266
2449,104.45.191.227,01/28/2014 00:59,764
2449,104.45.191.227,01/28/2014 01:02,617
2449,104.45.191.227,01/28/2014 01:05,1103
2449,104.45.191.227,01/28/2014 01:08,1050
2449,104.45.191.227,01/28/2014 01:11,74
2449,104.45.191.227,01/28/2014 01:14,887
2449,104.45.191.227,01/28/2014 01:17,528
2449,104.45.191.227,01/28/2014 01:20,271
2449,104.45.191.227,01/28/2014 01:23,630
2449,104.45.191.227,01/28/2014 01:26,383
2449,104.45.191.227,01/28/2014 01:29,2369
2449,104.45.191.227,01/28/2014 01:32,888
2449,104.45.191.227,01/28/2014 01:35,211
2449,104.45.191.227,01/28/2014 01:38,1894
2449,104.45.191.227,01/28/2014 01:41,802
2449,104.45.191.227,01/28/2014 01:44,394
2449,104.45.191.227,01/28/2014 01:47,118
2449,104.45.191.227,01/28/2014 01:50,1066
2449,104.45.191.227,01/28/2014 01:53,176
2449,104.45.191.227,01/28/2014 01:56,321
2449,109.242.247.39,01/28/2014 01:59,3961
2449,104.45.191.227,01/28/2014 01:59,1712
2449,104.45.191.227,01/28/2014 02:02,1354
2449,104.45.191.227,01/28/2014 02:05,1311
2449,104.45.191.227,01/28/2014 02:08,2374
2449,104.45.191.227,01/28/2014 02:11,536
2449,104.45.191.227,01/28/2014 02:14,2606
2449,104.45.191.227,01/28/2014 02:17,326
2449,104.45.191.227,01/28/2014 02:20,1457
2449,104.45.191.227,01/28/2014 02:23,380
2449,127.95.83.100,01/28/2014 02:23,3545
2449,104.45.191.227,01/28/2014 02:26,1345
2449,104.45.191.227,01/28/2014 02:29,636
2449,104.45.191.227,01/28/2014 02:32,2138
2449,104.45.191.227,01/28/2014 02:35,291
2449,104.45.191.227,01/28/2014 02:38,1258
2449,104.45.191.227,01/28/2014 02:41,1894
2449,104.45.191.227,01/28/2014 02:44,1418
2449,104.45.191.227,01/28/2014 02:47,324
2449,104.45.191.227,01/28/2014 02:50,1296
2449,104.45.191.227,01/28/2014 02:53,569
2449,104.45.191.227,01/28/2014 02:56,46
2449,104.45.191.227,01/28/2014 02:59,1205
2449,104.45.191.227,01/28/2014 03:02,992
2449,104.45.191.227,01/28/2014 03:05,687
2449,104.45.191.227,01/28/2014 03:08,439
2449,104.45.191.227,01/28/2014 03:11,212
2449,104.45.191.227,01/28/2014 03:14,1066
2449,104.45.191.227,01/28/2014 03:17,214
2449,104.45.191.227,01/28/2014 03:20,233
2449,104.45.191.227,01/28/2014 03:23,138
2449,104.45.191.227,01/28/2014 03:26,464
2449,104.45.191.227,01/28/2014 03:29,1029
2449,104.45.191.227,01/28/2014 03:32,110
2449,104.45.191.227,01/28/2014 03:35,888
2449,104.45.191.227,01/28/2014 03:38,303
2449,104.45.191.227,01/28/2014 03:41,753
2449,104.45.191.227,01/28/2014 03:44,624
2449,104.45.191.227,01/28/2014 03:47,1533
2449,104.45.191.227,01/28/2014 03:50,1357
2449,104.45.191.227,01/28/2014 03:53,978
2449,104.45.191.227,01/28/2014 03:56,794
2449,104.45.191.227,01/28/2014 03:59,216
2449,104.45.191.227,01/28/2014 04:02,770
2449,104.45.191.227,01/28/2014 04:05,875
2449,104.45.191.227,01/28/2014 04:08,164
2449,104.45.191.227,01/28/2014 04:11,1310
2449,41.239.144.6,01/28/2014 04:12,510
2449,104.45.191.227,01/28/2014 04:14,1317
2449,104.45.191.227,01/28/2014 04:17,984
2449,104.45.191.227,01/28/2014 04:20,984
2449,104.45.191.227,01/28/2014 04:23,1693
2449,104.45.191.227,01/28/2014 04:26,949
2449,104.45.191.227,01/28/2014 04:29,761
2449,104.45.191.227,01/28/2014 04:32,674
2449,104.45.191.227,01/28/2014 04:35,450
2449,104.45.191.227,01/28/2014 04:38,1333
2449,104.45.191.227,01/28/2014 04:41,1
2449,104.45.191.227,01/28/2014 04:44,157
2449,104.45.191.227,01/28/2014 04:47,318
2449,104.45.191.227,01/28/2014 04:50,2048
2449,104.45.191.227,01/28/2014 04:53,1815
2449,104.45.191.227,01/28/2014 04:56,1648
2449,104.45.191.227,01/28/2014 04:59,615
2449,104.45.191.227,01/28/2014 05:02,549
2449,104.45.191.227,01/28/2014 05:05,137
2449,104.45.191.227,01/28/2014 05:08,260
2449,104.45.191.227,01/28/2014 05:11,1699
2449,104.45.191.227,01/28/2014 05:14,1564
2449,104.45.191.227,01/28/2014 05:17,273
2449,104.45.191.227,01/28/2014 05:20,1268
2449,104.45.191.227,01/28/2014 05:23,251
2449,104.45.191.227,01/28/2014 05:26,786
2449,104.45.191.227,01/28/2014 05:29,989
2449,104.45.191.227,01/28/2014 05:32,157
2449,104.45.191.227,01/28/2014 05:35,691
2449,104.45.191.227,01/28/2014 05:38,648
2449,104.45.191.227,01/28/2014 05:41,1127
2449,104.45.191.227,01/28/2014 05:44,1543
2449,104.45.191.227,01/28/2014 05:47,2053
2449,104.45.191.227,01/28/2014 05:50,2369
2449,104.45.191.227,01/28/2014 05:53,651
2449,104.45.191.227,01/28/2014 05:56,45
2449,104.45.191.227,01/28/2014 05:59,917
2449,104.45.191.227,01/28/2014 06:02,1362
2449,104.45.191.227,01/28/2014 06:05,692
2449,104.45.191.227,01/28/2014 06:08,1759
2449,104.45.191.227,01/28/2014 06:11,144
2449,104.45.191.227,01/28/2014 06:14,435
2449,104.45.191.227,01/28/2014 06:17,2129
2449,104.45.191.227,01/28/2014 06:20,783
2449,104.45.191.227,01/28/2014 06:23,936
2449,104.45.191.227,01/28/2014 06:26,725
2449,104.45.191.227,01/28/2014 06:29,875
2449,104.45.191.227,01/28/2014 06:32,850
2449,104.45.191.227,01/28/2014 06:35,136
2449,104.45.191.227,01/28/2014 06:38,279
2449,104.45.191.227,01/28/2014 06:41,1267
2449,104.45.191.227,01/28/2014 06:44,1652
2449,104.45.191.227,01/28/2014 06:47,703
2449,104.45.191.227,01/28/2014 06:50,154
2449,104.45.191.227,01/28/2014 06:53,1014
2449,104.45.191.227,01/28/2014 06:56,749
2449,104.45.191.227,01/28/2014 06:59,1365
2449,104.45.191.227,01/28/2014 07:02,196
2449,104.45.191.227,01/28/2014 07:05,691
2449,104.45.191.227,01/28/2014 07:08,628
2449,104.45.191.227,01/28/2014 07:11,753
2449,104.45.191.227,01/28/2014 07:14,59
2449,104.45.191.227,01/28/2014 07:17,2008
2449,104.45.191.227,01/28/2014 07:20,269
2449,104.45.191.227,01/28/2014 07:23,1
2449,104.45.191.227,01/28/2014 07:26,110
2449,104.45.191.227,01/28/2014 07:29,601
2449,104.45.191.227,01/28/2014 07:32,844
2449,104.45.191.227,01/28/2014 07:35,925
2449,104.45.191.227,01/28/2014 07:38,202
2449,104.45.191.227,01/28/2014 07:41,461
2449,104.45.191.227,01/28/2014 07:44,1611
2449,104.45.191.227,01/28/2014 07:47,243
2449,104.45.191.227,01/28/2014 07:50,978
2449,104.45.191.227,01/28/2014 07:53,247
2449,104.45.191.227,01/28/2014 07:56,238
2449,104.45.191.227,01/28/2014 07:59,947
2449,162.219.33.114,01/28/2014 08:00,1245
2449,104.45.191.227,01/28/2014 08:02,1333
2449,104.45.191.227,01/28/2014 08:05,226
2449,104.45.191.227,01/28/2014 08:08,1404
2449,104.45.191.227,01/28/2014 08:11,1280
2449,104.45.191.227,01/28/2014 08:14,173
2449,104.45.191.227,01/28/2014 08:17,725
2449,104.45.191.227,01/28/2014 08:20,2177
2449,104.45.191.227,01/28/2014 08:23,1713
2449,104.45.191.227,01/28/2014 08:26,828
2449,104.45.191.227,01/28/2014 08:28,1971
2449,104.45.191.227,01/28/2014 08:29,753
2449,104.45.191.227,01/28/2014 08:32,607
2449,104.45.191.227,01/28/2014 08:35,1201
2449,104.45.191.227,01/28/2014 08:38,284
2449,104.45.191.227,01/28/2014 08:41,723
2449,104.45.191.227,01/28/2014 08:44,1090
2449,104.45.191.227,01/28/2014 08:47,945
2449,104.45.191.227,01/28/2014 08:50,1097
2449,104.45.191.227,01/28/2014 08:53,362
2449,104.45.191.227,01/28/2014 08:56,820
2449,104.45.191.227,01/28/2014 08:59,1699
2449,104.45.191.227,01/28/2014 09:02,251
2449,104.45.191.227,01/28/2014 09:05,2048
2449,104.45.191.227,01/28/2014 09:08,1141
2449,104.45.191.227,01/28/2014 09:11,1849
2449,104.45.191.227,01/28/2014 09:14,74
2449,104.45.191.227,01/28/2014 09:17,630
2449,104.45.191.227,01/28/2014 09:20,133
2449,104.45.191.227,01/28/2014 09:23,1280
2449,104.45.191.227,01/28/2014 09:26,639
2449,104.45.191.227,01/28/2014 09:29,160
2449,104.45.191.227,01/28/2014 09:32,1356
2449,104.45.191.227,01/28/2014 09:35,1145
2449,104.45.191.227,01/28/2014 09:38,1310
2449,104.45.191.227,01/28/2014 09:41,385
2449,104.45.191.227,01/28/2014 09:44,651
2449,104.45.191.227,01/28/2014 09:47,395
2449,104.45.191.227,01/28/2014 09:50,897
2449,104.45.191.227,01/28/2014 09:53,324
2449,104.45.191.227,01/28/2014 09:56,199
2449,104.45.191.227,01/28/2014 09:59,395
2449,104.45.191.227,01/28/2014 10:02,393
2449,104.45.191.227,01/28/2014 10:05,1919
2449,104.45.191.227,01/28/2014 10:08,130
2449,104.45.191.227,01/28/2014 10:11,1155
2449,104.45.191.227,01/28/2014 10:14,476
2449,104.45.191.227,01/28/2014 10:17,331
2449,104.45.191.227,01/28/2014 10:20,127
2449,104.45.191.227,01/28/2014 10:23,93
2449,104.45.191.227,01/28/2014 10:26,644
2449,104.45.191.227,01/28/2014 10:29,359
2449,104.45.191.227,01/28/2014 10:32,2657
2449,104.45.191.227,01/28/2014 10:35,72
2449,104.45.191.227,01/28/2014 10:38,158
2449,104.45.191.227,01/28/2014 10:41,150
2449,104.45.191.227,01/28/2014 10:44,469
2449,104.45.191.227,01/28/2014 10:47,902
2449,104.45.191.227,01/28/2014 10:50,764
2449,104.45.191.227,01/28/2014 10:53,1503
2449,104.45.191.227,01/28/2014 10:56,6
2449,104.45.191.227,01/28/2014 10:59,758
2449,104.45.191.227,01/28/2014 11:02,770
2449,104.45.191.227,01/28/2014 11:05,898
2449,104.45.191.227,01/28/2014 11:08,2254
2449,104.45.191.227,01/28/2014 11:11,647
2449,104.45.191.227,01/28/2014 11:14,87
2449,104.45.191.227,01/28/2014 11:17,401
2449,104.45.191.227,01/28/2014 11:20,1544
2449,104.45.191.227,01/28/2014 11:23,1251
2449,104.45.191.227,01/28/2014 11:26,378
2449,104.45.191.227,01/28/2014 11:29,733
2449,104.45.191.227,01/28/2014 11:32,1854
2449,104.45.191.227,01/28/2014 11:35,1251
2449,104.45.191.227,01/28/2014 11:38,284
2449,104.45.191.227,01/28/2014 11:41,1310
2449,67.141.120.237,01/28/2014 11:43,2986
2449,104.45.191.227,01/28/2014 11:44,1828
2449,104.45.191.227,01/28/2014 11:47,925
2449,104.45.191.227,01/28/2014 11:50,639
2449,104.45.191.227,01/28/2014 11:53,992
2449,104.45.191.227,01/28/2014 11:56,506
2449,104.45.191.227,01/28/2014 11:59,1235
2449,104.45.191.227,01/28/2014 12:02,1544
2449,104.45.191.227,01/28/2014 12:05,1737
2449,104.45.191.227,01/28/2014 12:08,626
2449,104.45.191.227,01/28/2014 12:11,971
2449,104.45.191.227,01/28/2014 12:14,46
2449,104.45.191.227,01/28/2014 12:17,1268
2449,104.45.191.227,01/28/2014 12:20,1896
2449,104.45.191.227,01/28/2014 12:23,241
2449,104.45.191.227,01/28/2014 12:26,1894
2449,104.45.191.227,01/28/2014 12:29,692
2449,104.45.191.227,01/28/2014 12:32,461
2449,104.45.191.227,01/28/2014 12:35,622
2449,104.45.191.227,01/28/2014 12:38,711
2449,104.45.191.227,01/28/2014 12:41,439
2449,104.45.191.227,01/28/2014 12:44,575
2449,104.45.191.227,01/28/2014 12:47,425
2449,104.45.191.227,01/28/2014 12:50,1428
2449,104.45.191.227,01/28/2014 12:53,1049
2449,104.45.191.227,01/28/2014 12:56,2129
2449,104.45.191.227,01/28/2014 12:59,27
2449,104.45.191.227,01/28/2014 13:02,571
2449,104.45.191.227,01/28/2014 13:05,960
2449,104.45.191.227,01/28/2014 13:08,1186
2449,104.45.191.227,01/28/2014 13:11,1564
2449,104.45.191.227,01/28/2014 13:14,1286
2449,104.45.191.227,01/28/2014 13:17,476
2449,104.45.191.227,01/28/2014 13:20,8
2449,104.45.191.227,01/28/2014 13:23,1615
2449,104.45.191.227,01/28/2014 13:26,393
2449,104.45.191.227,01/28/2014 13:29,241
2449,104.45.191.227,01/28/2014 13:32,386
2449,104.45.191.227,01/28/2014 13:35,691
2449,127.95.83.100,01/28/2014 14:35,2996
2449,127.95.83.100,01/28/2014 16:21,1822
2449,67.141.120.237,01/28/2014 19:50,1426
2449,42.74.74.110,01/28/2014 23:23,1563
2449,109.242.247.39,01/29/2014 01:17,3291
2449,162.219.33.114,01/29/2014 01:48,1706
2449,41.239.144.6,01/29/2014 02:30,4064
2449,162.219.33.114,01/29/2014 03:39,3456
2449,67.141.120.237,01/29/2014 04:31,1804
2449,41.239.144.6,01/29/2014 06:34,2550
2449,162.219.33.114,01/29/2014 06:53,2746
2449,127.95.83.100,01/29/2014 08:09,3793
2449,67.141.120.237,01/29/2014 08:27,3508
2449,162.219.33.114,01/29/2014 11:10,350
2449,109.242.247.39,01/29/2014 13:34,391
2449,58.149.209.97,01/29/2014 13:42,3929
2449,67.141.120.237,01/29/2014 14:52,1875
2449,124.9.188.155,01/29/2014 15:16,2512
2449,41.239.144.6,01/29/2014 16:43,2868
2449,41.239.144.6,01/29/2014 18:11,2329
2449,58.149.209.97,01/29/2014 21:59,2536
2449,162.219.33.114,01/29/2014 22:43,2427
2449,67.141.120.237,01/30/2014 00:43,2669
2449,41.239.144.6,01/30/2014 01:32,3467
2449,162.219.33.114,01/30/2014 01:33,4072
2449,51.70.255.188,01/30/2014 02:13,1827
2449,127.95.83.100,01/30/2014 03:41,3053
2449,67.141.120.237,01/30/2014 06:08,2192
2449,51.70.255.188,01/30/2014 08:20,793
2449,109.242.247.39,01/30/2014 08:38,3593
2449,41.239.144.6,01/30/2014 12:57,2442
2449,41.239.144.6,01/30/2014 13:01,3460
2449,67.141.120.237,01/30/2014 15:01,1374
2449,41.239.144.6,01/30/2014 15:31,514
2449,127.95.83.100,01/30/2014 16:35,1412
2449,41.239.144.6,01/30/2014 17:35,457
2449,162.219.33.114,01/30/2014 19:36,1605
2449,162.219.33.114,01/30/2014 20:23,40
2449,127.95.83.100,01/30/2014 22:19,3671
2449,42.74.74.110,01/31/2014 01:01,1805
2449,41.239.144.6,01/31/2014 01:09,3248
2449,109.242.247.39,01/31/2014 01:25,1994
2449,41.239.144.6,01/31/2014 04:14,2074
2449,41.239.144.6,01/31/2014 05:08,1459
2449,127.95.83.100,01/31/2014 09:46,1655
2449,127.95.83.100,01/31/2014 09:57,3846
2449,162.219.33.114,01/31/2014 11:00,2328
2449,162.219.33.114,01/31/2014 11:03,5
2449,41.239.144.6,01/31/2014 14:09,3687
2449,127.95.83.100,01/31/2014 16:18,2217
2449,41.239.144.6,01/31/2014 18:09,2282
3538,42.74.74.110,01/01/2014 03:07,3240
3538,42.74.74.110,01/01/2014 03:25,3440
3538,51.70.255.188,01/01/2014 03:28,2169
3538,51.70.255.188,01/01/2014 04:08,1113
3538,42.74.74.110,01/01/2014 05:30,2560
3538,78.12.11.167,01/01/2014 07:55,3445
3538,42.74.74.110,01/01/2014 08:06,1252
3538,162.219.33.114,01/01/2014 09:15,105
3538,127.95.83.100,01/01/2014 14:11,3750
3538,162.219.33.114,01/01/2014 15:14,3869
3538,51.70.255.188,01/01/2014 19:41,2846
3538,42.74.74.110,01/01/2014 21:53,2992
3538,162.219.33.114,01/02/2014 05:16,3951
3538,51.70.255.188,01/02/2014 07:20,3150
3538,162.219.33.114,01/02/2014 09:24,2725
3538,109.242.247.39,01/02/2014 10:00,3870
3538,42.74.74.110,01/02/2014 11:46,3146
3538,42.74.74.110,01/02/2014 14:06,2213
3538,162.219.33.114,01/02/2014 14:49,3072
3538,162.219.33.114,01/02/2014 17:54,1811
3538,51.70.255.188,01/02/2014 19:07,1853
3538,127.95.83.100,01/02/2014 21:39,2778
3538,124.9.188.155,01/02/2014 23:12,3940
3538,42.74.74.110,01/03/2014 02:22,3537
3538,162.219.33.114,01/03/2014 02:24,2544
3538,51.70.255.188,01/03/2014 03:14,3557
3538,58.149.209.97,01/03/2014 05:00,3162
3538,162.219.33.114,01/03/2014 05:03,796
3538,109.242.247.39,01/03/2014 05:18,3277
3538,42.74.74.110,01/03/2014 06:04,762
3538,42.74.74.110,01/03/2014 06:35,2288
3538,109.242.247.39,01/03/2014 06:56,17
3538,127.95.83.100,01/03/2014 12:37,3614
3538,124.9.188.155,01/03/2014 12:48,3908
3538,124.9.188.155,01/03/2014 13:59,3070
3538,51.70.255.188,01/03/2014 16:02,2836
3538,127.95.83.100,01/03/2014 16:09,219
3538,127.95.83.100,01/03/2014 18:17,1825
3538,127.95.83.100,01/04/2014 01:23,360
3538,162.219.33.114,01/04/2014 01:45,2143
3538,127.95.83.100,01/04/2014 03:15,2815
3538,162.219.33.114,01/04/2014 05:17,1307
3538,127.95.83.100,01/04/2014 06:35,2802
3538,42.74.74.110,01/04/2014 07:47,413
3538,51.70.255.188,01/04/2014 08:05,1949
3538,127.95.83.100,01/04/2014 08:15,1499
3538,162.219.33.114,01/04/2014 09:46,3479
3538,124.9.188.155,01/04/2014 10:47,289
3538,124.9.188.155,01/04/2014 14:34,3697
3538,42.74.74.110,01/04/2014 16:36,1483
3538,58.149.209.97,01/04/2014 17:46,3906
3538,127.95.83.100,01/04/2014 17:49,3297
3538,58.149.209.97,01/04/2014 19:38,1990
3538,162.219.33.114,01/04/2014 20:08,3873
3538,127.95.83.100,01/04/2014 20:11,3542
3538,58.149.209.97,01/05/2014 02:23,3797
3538,78.12.11.167,01/05/2014 02:57,444
3538,124.9.188.155,01/05/2014 04:23,484
3538,51.70.255.188,01/05/2014 06:27,240
3538,42.74.74.110,01/05/2014 12:04,1984
3538,162.219.33.114,01/05/2014 13:53,2763
3538,162.219.33.114,01/05/2014 17:03,2005
3538,51.70.255.188,01/05/2014 22:43,618
3538,51.70.255.188,01/06/2014 00:02,4037
3538,127.95.83.100,01/06/2014 01:27,3400
3538,162.219.33.114,01/06/2014 01:48,541
3538,211.104.116.62,01/06/2014 05:31,2588
3538,58.149.209.97,01/06/2014 09:17,3991
3538,162.219.33.114,01/06/2014 10:16,3384
3538,78.12.11.167,01/06/2014 15:33,446
3538,42.74.74.110,01/06/2014 20:51,3224
3538,58.149.209.97,01/06/2014 22:42,574
3538,78.12.11.167,01/06/2014 22:44,3927
3538,162.219.33.114,01/06/2014 23:48,1479
3538,127.95.83.100,01/07/2014 01:35,3653
3538,127.95.83.100,01/07/2014 04:06,2017
3538,42.74.74.110,01/07/2014 05:59,349
3538,162.219.33.114,01/07/2014 08:08,3198
3538,162.219.33.114,01/07/2014 08:46,2883
3538,162.219.33.114,01/07/2014 10:08,1826
3538,51.70.255.188,01/07/2014 12:47,3341
3538,109.242.247.39,01/07/2014 13:53,552
3538,51.70.255.188,01/07/2014 14:51,3801
3538,162.219.33.114,01/07/2014 22:11,606
3538,211.104.116.62,01/07/2014 22:16,3947
3538,127.95.83.100,01/08/2014 03:35,2209
3538,211.104.116.62,01/08/2014 03:57,460
3538,109.242.247.39,01/08/2014 04:49,3450
3538,162.219.33.114,01/08/2014 07:48,1273
3538,162.219.33.114,01/08/2014 07:59,2012
3538,78.12.11.167,01/08/2014 10:33,2285
3538,51.70.255.188,01/08/2014 11:39,3993
3538,109.242.247.39,01/08/2014 11:47,3670
3538,127.95.83.100,01/08/2014 12:54,3776
3538,42.74.74.110,01/08/2014 15:56,2276
3538,211.104.116.62,01/08/2014 18:43,2522
3538,127.95.83.100,01/08/2014 19:09,694
3538,127.95.83.100,01/08/2014 22:16,2891
3538,162.219.33.114,01/08/2014 22:59,3888
3538,162.219.33.114,01/09/2014 01:48,81
3538,42.74.74.110,01/09/2014 02:15,2294
3538,127.95.83.100,01/09/2014 02:34,2906
3538,51.70.255.188,01/09/2014 02:57,2861
3538,78.12.11.167,01/09/2014 03:02,872
3538,78.12.11.167,01/09/2014 03:07,1393
3538,211.104.116.62,01/09/2014 08:34,2926
3538,51.70.255.188,01/09/2014 08:59,633
3538,162.219.33.114,01/09/2014 10:49,98
3538,109.242.247.39,01/09/2014 12:44,942
3538,162.219.33.114,01/09/2014 13:53,3886
3538,127.95.83.100,01/09/2014 15:09,2718
3538,58.149.209.97,01/09/2014 15:10,2088
3538,78.12.11.167,01/09/2014 17:07,213
3538,42.74.74.110,01/09/2014 18:31,2324
3538,162.219.33.114,01/09/2014 18:39,2192
3538,51.70.255.188,01/09/2014 20:40,2186
3538,127.95.83.100,01/10/2014 00:40,2811
3538,127.95.83.100,01/10/2014 02:38,3784
3538,127.95.83.100,01/10/2014 03:13,1587
3538,127.95.83.100,01/10/2014 06:40,3297
3538,51.70.255.188,01/10/2014 10:35,2026
3538,51.70.255.188,01/10/2014 14:50,3235
3538,51.70.255.188,01/10/2014 16:24,276
3538,42.74.74.110,01/10/2014 17:27,2381
3538,58.149.209.97,01/10/2014 18:38,2544
3538,78.12.11.167,01/10/2014 20:53,2663
3538,162.219.33.114,01/10/2014 21:59,994
3538,162.219.33.114,01/10/2014 22:14,3514
3538,127.95.83.100,01/10/2014 22:16,3303
3538,162.219.33.114,01/10/2014 23:38,2114
3538,51.70.255.188,01/11/2014 02:10,2358
3538,127.95.83.100,01/11/2014 03:35,2710
3538,162.219.33.114,01/11/2014 04:21,3001
3538,162.219.33.114,01/11/2014 05:28,2755
3538,42.74.74.110,01/11/2014 06:23,2823
3538,127.95.83.100,01/11/2014 07:35,3641
3538,124.9.188.155,01/11/2014 10:09,3539
3538,162.219.33.114,01/11/2014 10:13,3013
3538,162.219.33.114,01/11/2014 11:18,1958
3538,162.219.33.114,01/11/2014 11:21,3785
3538,51.70.255.188,01/11/2014 13:24,2367
3538,162.219.33.114,01/11/2014 14:57,2226
3538,42.74.74.110,01/11/2014 17:27,1051
3538,78.12.11.167,01/11/2014 20:12,1483
3538,127.95.83.100,01/11/2014 20:32,444
3538,109.242.247.39,01/11/2014 22:44,2326
3538,162.219.33.114,01/11/2014 23:05,3526
3538,162.219.33.114,01/12/2014 01:14,2163
3538,211.104.116.62,01/12/2014 06:35,3176
3538,127.95.83.100,01/12/2014 13:09,747
3538,78.12.11.167,01/12/2014 13:58,2312
3538,127.95.83.100,01/12/2014 16:50,437
3538,127.95.83.100,01/12/2014 17:38,2979
3538,127.95.83.100,01/12/2014 18:17,4008
3538,127.95.83.100,01/13/2014 02:01,3054
3538,162.219.33.114,01/13/2014 02:58,3008
3538,109.242.247.39,01/13/2014 06:20,1638
3538,58.149.209.97,01/13/2014 08:56,4012
3538,127.95.83.100,01/13/2014 13:27,2591
3538,162.219.33.114,01/13/2014 13:49,1174
3538,127.95.83.100,01/13/2014 15:10,2797
3538,127.95.83.100,01/13/2014 16:01,2741
3538,51.70.255.188,01/13/2014 16:48,1640
3538,51.70.255.188,01/13/2014 18:13,1381
3538,127.95.83.100,01/13/2014 18:21,2701
3538,162.219.33.114,01/13/2014 19:18,1409
3538,162.219.33.114,01/13/2014 22:59,2037
3538,211.104.116.62,01/14/2014 02:15,1665
3538,109.242.247.39,01/14/2014 03:13,2975
3538,127.95.83.100,01/14/2014 06:02,1718
3538,124.9.188.155,01/14/2014 07:31,1204
3538,127.95.83.100,01/14/2014 08:02,1664
3538,78.12.11.167,01/14/2014 08:40,757
3538,127.95.83.100,01/14/2014 10:02,2169
3538,162.219.33.114,01/14/2014 12:53,415
3538,127.95.83.100,01/14/2014 13:23,452
3538,42.74.74.110,01/14/2014 13:25,3793
3538,211.104.116.62,01/14/2014 16:17,1985
3538,162.219.33.114,01/14/2014 18:49,3396
3538,211.104.116.62,01/14/2014 20:26,2231
3538,127.95.83.100,01/14/2014 23:22,696
3538,162.219.33.114,01/15/2014 01:32,1928
3538,127.95.83.100,01/15/2014 02:24,1631
3538,51.70.255.188,01/15/2014 14:12,1220
3538,51.70.255.188,01/15/2014 16:27,2400
3538,109.242.247.39,01/15/2014 18:16,3516
3538,162.219.33.114,01/15/2014 18:44,2986
3538,211.104.116.62,01/15/2014 18:54,3633
3538,67.141.120.237,01/15/2014 22:19,1251
3538,67.141.120.237,01/15/2014 22:31,189
3538,67.141.120.237,01/15/2014 22:43,27
3538,67.141.120.237,01/15/2014 22:55,778
3538,67.141.120.237,01/15/2014 23:07,121
3538,67.141.120.237,01/15/2014 23:19,1696
3538,67.141.120.237,01/15/2014 23:31,1363
3538,67.141.120.237,01/15/2014 23:43,868
3538,67.141.120.237,01/15/2014 23:55,1014
3538,162.219.33.114,01/16/2014 00:04,2848
3538,67.141.120.237,01/16/2014 00:07,458
3538,67.141.120.237,01/16/2014 00:19,622
3538,67.141.120.237,01/16/2014 00:31,377
3538,162.219.33.114,01/16/2014 00:33,1231
3538,67.141.120.237,01/16/2014 00:43,72
3538,67.141.120.237,01/16/2014 00:55,1389
3538,58.149.209.97,01/16/2014 00:58,2161
3538,67.141.120.237,01/16/2014 01:07,501
3538,67.141.120.237,01/16/2014 01:19,846
3538,67.141.120.237,01/16/2014 01:31,378
3538,67.141.120.237,01/16/2014 01:43,46
3538,67.141.120.237,01/16/2014 01:55,1362
3538,67.141.120.237,01/16/2014 02:07,859
3538,67.141.120.237,01/16/2014 02:19,1629
3538,67.141.120.237,01/16/2014 02:31,1577
3538,67.141.120.237,01/16/2014 02:43,226
3538,67.141.120.237,01/16/2014 02:55,116
3538,67.141.120.237,01/16/2014 03:07,238
3538,67.141.120.237,01/16/2014 03:19,628
